@relation spambase-weka.filters.unsupervised.attribute.RandomProjection-N35-R71-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute K17 numeric
@attribute K18 numeric
@attribute K19 numeric
@attribute K20 numeric
@attribute K21 numeric
@attribute K22 numeric
@attribute K23 numeric
@attribute K24 numeric
@attribute K25 numeric
@attribute K26 numeric
@attribute K27 numeric
@attribute K28 numeric
@attribute K29 numeric
@attribute K30 numeric
@attribute K31 numeric
@attribute K32 numeric
@attribute K33 numeric
@attribute K34 numeric
@attribute K35 numeric
@attribute Class {1,0}
@attribute Cluster {cluster0,cluster1}

@data
724,6.183421,-2316.358148,1008.587042,3327.113717,1010.783282,-8.25149,-2.099246,-1.901792,2316.763447,-2322.063523,2.608469,-1314.11734,13.742091,-14.80557,-2320.587816,-1.894864,1.23322,-3321.688934,5.892437,-2313.3617,1006.349232,-2325.201999,-1006.602111,1015.227724,13.832158,-995.766402,-4.371696,-1001.620733,2323.975707,995.146327,-14.067717,-12.162461,-998.080421,-10.58283,-2319.094788,1,cluster0
725,9.699485,-66.114111,25.260229,88.559758,29.202377,-5.145923,1.016714,-6.88317,64.503304,-71.684387,-5.128602,-39.837169,3.573221,-6.813888,-70.965586,-7.352556,1.90872,-91.743267,3.871134,-60.247655,25.090488,-67.484164,-25.088756,32.056796,5.481941,-19.904728,0.297913,-22.759148,71.684387,22.703722,-16.792233,-2.260326,-22.109629,-4.849742,-59.357381,1,cluster1
726,4.537973,-391.003542,62.180624,449.242018,56.8563,-7.084088,-0.744782,-2.726248,395.219353,-399.507911,-4.260845,-335.785762,7.82887,-7.413177,-399.882034,-1.804797,-0.980341,-448.2305,7.724947,-393.161677,54.098875,-399.334706,-57.35513,61.411593,6.294273,-49.259525,-1.513812,-52.63356,399.809288,51.05393,-15.068842,-8.833459,-51.396876,-7.898152,-394.336007,1,cluster1
727,8.816139,-167.333429,18.297385,181.34572,24.837609,-2.71932,2.026499,-6.557544,166.657929,-174.105747,0.6755,-149.250818,3.360179,-6.079498,-171.618522,-2.258594,1.351,-185.648134,2.684679,-161.451384,22.596335,-171.369107,-22.596335,23.684063,4.035678,-17.424431,-1.136225,-21.245335,174.781247,18.990205,-12.176317,-2.684679,-18.099931,-6.096819,-163.263109,1,cluster1
728,0,-65.817931,5.196152,71.014083,5.196152,0,0,0,65.817931,-65.817931,0,-60.621778,1.827314,-1.827314,-65.817931,0,0,-69.18677,1.827314,-65.817931,5.196152,-67.645244,-5.196152,7.023466,1.827314,-3.368839,0,-5.196152,65.817931,3.368839,-1.827314,-1.827314,-3.368839,0,-65.817931,1,cluster1
729,3.810512,-456.95484,59.731504,515.181192,65.717472,-4.539705,0.964752,-2.857884,455.496453,-459.684552,3.046677,-396.417932,11.791802,-10.009522,-460.531525,-1.699142,-0,-513.357343,4.399409,-453.156453,62.23605,-463.443103,-63.429433,68.04708,9.245687,-57.031237,-1.998787,-59.935886,460.75496,57.966544,-8.833459,-6.928203,-56.461392,-5.057588,-456.655195,1,cluster1
730,4.988306,-244.219164,87.032089,328.604679,82.722747,-4.156922,-0.831384,-0.263272,244.219164,-245.881933,2.078461,-160.249341,3.429461,-6.754998,-245.202969,-2.646574,0,-327.4061,1.351,-242.293123,83.817403,-246.401548,-81.738942,86.304628,5.923614,-80.12467,-1.094656,-80.491865,246.297625,78.614322,-5.923614,-3.429461,-80.12467,-2.909845,-244.634856,1,cluster1
731,8.071357,-902.434844,91.384733,983.562372,95.12423,-3.34459,-1.905256,-7.361216,901.915229,-910.729635,-0.711873,-816.402148,1.510348,-4.641896,-906.137968,-0.881614,-1.560578,-988.774112,2.773013,-895.021666,89.926346,-902.746613,-88.284362,89.531438,7.08582,-83.58704,-0.348142,-86.619861,911.162648,80.486669,-12.818908,-2.513206,-85.942629,-9.21451,-893.807499,1,cluster0
732,10.790677,-381.866974,230.241514,608.608013,232.008206,-9.216242,1.125833,-8.142371,384.101319,-390.750662,-3.535116,-151.918176,7.577722,-12.40668,-393.778287,-7.028662,-0.711873,-607.750648,6.865849,-379.908024,228.128412,-388.00363,-230.677991,236.412811,8.563259,-221.764857,-2.047284,-226.588619,391.876495,220.983702,-21.605602,-8.545939,-221.764857,-6.772319,-375.439333,1,cluster0
733,4.711178,-2242.093005,202.237716,2447.127983,203.619893,-6.344502,-1.004589,-0.677232,2239.737416,-2240.390399,4.515456,-2040.99671,12.030825,-10.825318,-2245.077329,-4.70425,0.826188,-2442.84289,4.699054,-2238.280761,202.906288,-2248.588196,-199.677745,209.131279,10.36286,-193.620764,-2.46644,-198.442793,2245.950282,194.433095,-9.392912,-8.405643,-194.244302,-6.287344,-2242.13977,1,cluster0
734,3.08305,-1551.384052,112.856967,1649.449305,103.136697,-4.981378,-1.541525,0.48151,1548.117404,-1552.239685,1.150082,-1448.42056,3.393088,-17.471196,-1543.0806,-12.986917,-11.383038,-1637.593417,23.422523,-1547.899166,101.144839,-1554.357983,-111.454005,103.110717,5.260238,-74.594232,-0.498831,-85.591023,1552.922113,84.931111,-17.53355,-4.595131,-84.837581,-7.361216,-1547.725961,1,cluster0
735,10.634792,-539.741673,188.098986,718.264149,187.51182,-6.633755,-3.032821,-5.663806,539.741673,-549.976361,-0.32909,-359.868196,7.820209,-15.841337,-545.646234,-4.312807,0.053694,-714.32027,9.865761,-533.695083,183.252707,-546.574613,-180.548976,192.006492,12.515799,-170.958611,0.604486,-177.348146,547.655413,166.974894,-21.158733,-9.865761,-172.328663,-8.625613,-534.077867,1,cluster0
736,-2.494153,-192.66294,23.742952,218.238402,23.296083,-0.214774,0.601022,0.860829,196.42149,-195.560661,-1.461851,-172.875991,-1.139689,-1.622932,-198.700869,-0.646055,0.431281,-216.61547,1.837706,-197.883341,25.395329,-199.89252,-25.144182,26.57832,8.12505,-18.300849,-1.264397,-22.480287,196.807737,14.12141,-1.837706,-6.843333,-20.211301,-3.75855,-201.195022,1,cluster1
737,4.624576,-282.324282,86.732444,366.605874,82.740067,-3.845153,-0.762102,-0.251147,282.324282,-283.865807,1.922576,-198.40642,3.663287,-6.746338,-283.233608,-2.450852,0,-365.012387,1.740711,-280.54893,83.770637,-284.844416,-81.848061,86.567899,5.984236,-79.856202,-1.01325,-80.704907,284.246858,78.461902,-5.984236,-3.663287,-79.856202,-2.684679,-282.705333,1,cluster1
738,-4.676537,-152.333869,40.765548,185.242834,35.247234,0,-2.338269,0.841777,157.010406,-159.348674,2.338269,-126.439709,5.689787,-3.351518,-169.543525,1.496492,0,-187.409629,5.689787,-155.513914,29.72892,-158.023655,-32.067189,37.10226,8.028055,-31.895716,0.841777,-29.72892,161.686943,32.737492,-8.028055,-8.028055,-29.557447,-9.353074,-154.672137,1,cluster1
739,2.840563,-283.657961,36.459669,318.091131,39.178989,-2.840563,-0.467654,-5.559883,282.757294,-287.797562,-0.536936,-248.635893,5.783318,-6.580061,-285.372691,-3.152332,-0.536936,-316.534017,4.345715,-280.419026,35.403119,-287.501381,-36.425028,43.02241,6.649343,-33.828684,-0.987269,-34.537093,287.312588,31.525057,-8.554599,-3.445049,-31.559698,-3.723909,-279.864769,1,cluster1
740,11.509478,-210.911827,21.373507,232.250693,18.255816,-8.52169,-0.892006,-3.879794,214.012198,-219.286292,-1.541525,-188.87148,0.178401,-11.168264,-222.663792,-7.889491,0.129904,-231.959708,3.278772,-210.894506,22.15293,-217.420874,-20.481501,23.240658,6.509047,-14.751877,-2.320948,-18.437681,218.52419,11.78141,-15.048057,-6.379143,-17.964831,-6.980165,-212.306128,1,cluster1
741,1.766692,-273.172125,29.929838,303.108891,31.211556,-1.274789,-1.858491,1.068675,273.761022,-274.161126,1.0808,-244.219164,3.914435,-6.167833,-273.955012,-1.560578,-0.594093,-301.354324,3.320341,-272.38231,27.782095,-275.714776,-29.650978,33.153185,6.264828,-26.032724,-1.475707,-29.73758,275.927818,24.74581,-5.087033,-5.67593,-27.302317,-4.711178,-272.486233,1,cluster1
742,0,-189.642243,43.491796,229.462091,44.409783,-3.637307,-2.251666,-0.467654,188.706935,-192.829216,0.917987,-146.150447,3.533384,-10.340343,-194.145575,-0.433013,1.333679,-223.659721,3.983717,-185.086949,43.474475,-193.158306,-42.123476,44.721552,9.439677,-38.139759,-0.900666,-35.714888,191.911229,33.099491,-5.78505,-6.685716,-36.754118,-4.537973,-189.607602,1,cluster1
743,0.762102,-837.406728,168.334554,987.494127,158.962427,-0.744782,0,-0.649519,833.358926,-838.168831,0.744782,-682.526745,0.171473,-16.799161,-821.636406,-17.808946,-17.696363,-972.314434,31.937285,-834.522864,154.78472,-836.833419,-169.922844,153.691796,-0.15242,-122.215237,0.112583,-134.10923,836.355373,137.465944,-16.816481,0.573309,-136.284686,-1.506884,-833.341605,1,cluster0
744,-0.917987,-352.645544,21.981457,375.976269,22.637904,-0.69282,-1.124101,0.917987,352.403057,-353.392058,-1.160474,-330.925627,2.561703,-3.21815,-354.760378,-0.6755,-0.27886,-372.552004,2.52533,-352.681917,21.21589,-354.756914,-20.091789,23.813967,4.395945,-17.360345,-0.656447,-17.698095,353.617225,16.425038,-2.767817,-3.685804,-18.25928,-2.320948,-353.095878,1,cluster1
745,4.572614,-743.080973,86.59388,832.285054,97.808909,-6.006752,-2.078461,-1.737247,742.821166,-747.882218,-3.512599,-650.333117,9.770499,-9.812068,-748.452063,-4.15519,-2.52533,-827.199753,5.842207,-741.343726,87.459906,-748.320427,-92.822335,97.49714,9.323629,-82.145974,-4.834154,-87.387159,747.622411,82.071495,-13.740359,-9.999129,-86.874472,-7.898152,-735.983029,1,cluster0
746,3.048409,-2557.681322,1206.18979,3768.197775,1206.93284,-7.075428,-2.085389,-0.353338,2558.005216,-2557.925542,2.000519,-1355.490838,17.088413,-16.627688,-2560.17894,-2.44912,2.764353,-3758.787543,10.002593,-2556.680197,1206.25734,-2570.006596,-1203.392528,1218.198098,15.869049,-1190.561496,-2.499349,-1201.106221,2562.666165,1190.98758,-14.003631,-15.268028,-1191.013561,-6.044857,-2561.737785,1,cluster0
747,21.650635,-3.464102,12.557368,-5.629165,34.208003,-10.825318,-10.825318,-21.650635,3.464102,-35.940054,0,-23.382686,1.732051,-12.557368,-3.464102,0,0,-3.464102,1.732051,18.186533,1.732051,5.629165,-1.732051,3.464102,1.732051,0,0,9.093267,25.114737,-10.825318,-23.382686,-1.732051,0,-21.650635,18.186533,1,cluster1
748,1.766692,-273.172125,29.93157,303.108891,31.211556,-1.274789,-1.858491,1.070407,273.761022,-274.161126,1.0808,-244.219164,3.914435,-6.167833,-273.956744,-1.56231,-0.594093,-301.356056,3.320341,-272.384042,27.780363,-275.714776,-29.649246,33.154917,6.264828,-26.032724,-1.473975,-29.735848,275.927818,24.747542,-5.087033,-5.67593,-27.302317,-4.711178,-272.486233,1,cluster1
749,11.720788,-388.27383,68.616925,452.498273,76.989658,-7.066767,-0.753442,-9.091535,386.801586,-396.220479,-0,-323.05692,7.621024,-9.55226,-390.738538,-3.916167,-0.129904,-454.994159,1.198579,-378.723301,68.180448,-390.485658,-69.673476,74.232234,7.30579,-65.933978,-1.952021,-66.87275,397.289154,64.659189,-14.609849,-5.24465,-66.316761,-9.954096,-379.682858,1,cluster1
750,11.466176,-605.945851,88.415998,696.977245,110.371474,-5.958255,0.239023,-8.899277,601.038951,-615.659192,2.961807,-515.948491,14.639293,-15.370219,-613.722759,-11.492157,-7.674717,-690.908139,9.914259,-602.776198,98.137999,-620.585144,-98.394342,109.732347,8.436819,-85.847366,-4.624576,-90.515243,612.207214,84.932843,-19.388577,-15.387539,-82.156366,-11.951151,-598.492836,1,cluster0
751,-12.592009,-76.210236,1.768424,77.474633,13.856406,0,12.592009,0.504027,76.210236,-63.618226,0,-62.353829,16.825142,-4.233132,-89.306272,-0.504027,0,-86.337537,4.233132,-76.714262,13.35238,-80.443368,-25.944389,18.593565,4.233132,-22.215284,0.504027,-13.35238,76.210236,22.71931,8.358877,-4.233132,-9.623274,0,-88.802245,1,cluster1
752,3.949076,-428.149103,34.388137,463.323591,35.10867,-7.278077,-0.568113,-0,426.815424,-429.448141,-0.297913,-391.859175,6.043125,-9.479514,-427.383537,-4.066855,1.118905,-461.257254,0.199186,-424.064927,32.711512,-427.03193,-34.072903,38.203845,8.478389,-29.52627,-5.230793,-27.931051,431.180192,28.244553,-8.062697,-4.979646,-29.66137,-8.712216,-425.166512,1,cluster1
753,6.218062,-402.655047,236.736704,640.321863,240.292605,-8.469728,-0.105655,-5.37975,403.6198,-412.733851,1.69741,-165.364087,10.598419,-18.602226,-405.656691,-3.839957,1.590023,-633.745266,12.401484,-400.010206,235.969406,-413.270787,-240.401724,242.50963,12.205762,-227.070129,-3.770675,-235.91398,415.378693,226.193711,-19.745379,-11.275651,-228.677472,-6.218062,-403.567838,1,cluster0
754,4.676537,-449.444668,53.939526,504.303913,58.702666,-4.529313,-0.606218,-6.826012,449.077473,-454.216468,-1.065211,-397.02415,5.378018,-5.308736,-451.261589,-4.70425,-0.289252,-504.146297,2.303628,-446.948783,53.652006,-451.583751,-54.552672,60.169713,3.374035,-52.810229,-1.482635,-54.020933,455.269555,51.786587,-8.140639,-2.615397,-51.594329,-4.953665,-445.951121,1,cluster1
755,4.849742,-456.656927,53.653738,511.561206,58.64724,-5.024679,-0.883346,-6.415516,456.016069,-460.483028,-1.040963,-403.914248,5.111282,-5.332984,-457.876291,-4.615915,0.015588,-511.017342,2.37291,-453.948,53.975899,-458.300644,-54.88003,60.216478,3.135012,-52.758268,-1.463583,-54.341362,462.370963,51.74675,-7.794229,-2.961807,-51.545832,-4.849742,-452.671479,1,cluster1
756,4.797781,-449.413491,53.558475,504.563721,58.808321,-4.946737,-0.900666,-7.033858,449.027244,-454.010354,-1.084264,-397.406933,5.449032,-5.358965,-450.984461,-4.825494,0.019053,-504.510027,1.957217,-446.848324,53.615633,-451.204432,-54.554404,60.221675,3.060534,-52.84487,-1.536329,-54.296329,455.408119,51.803908,-7.950113,-2.580756,-51.575277,-5.092229,-445.847198,1,cluster1
757,3.862473,-295.865455,61.143126,352.351096,57.445197,-7.34736,-0.214774,-2.859616,299.353805,-304.203547,-4.160386,-240.904019,7.101408,-4.745819,-305.480069,-1.616003,-1.09812,-354.400112,6.360091,-297.883294,53.508246,-302.284435,-57.145552,58.555442,4.756212,-50.582812,-1.484368,-51.845477,305.163104,53.456284,-13.392217,-6.34277,-53.004219,-7.638344,-298.98661,1,cluster1
758,6.231919,-1409.970764,462.504331,1868.657655,473.828479,-4.229668,-0.654715,-5.32086,1404.592746,-1415.239662,-0.107387,-944.752309,9.747982,-11.244474,-1411.103525,-3.535116,0.226899,-1862.761754,7.295398,-1400.63501,463.597255,-1415.256983,-463.13653,472.091232,9.891742,-455.05478,-0.907595,-458.063353,1414.777205,456.319178,-16.201603,-7.336967,-455.898289,-7.028662,-1397.782322,1,cluster0
759,3.5559,-412.148418,42.972181,446.643942,42.68466,-0.969948,-0.853901,0.207846,408.556144,-413.251734,0.969948,-373.431886,1.375248,-9.036109,-409.274946,-7.08582,-3.725641,-442.187375,9.682164,-406.993835,37.42269,-414.834829,-40.465903,41.986644,3.486618,-27.227839,0.682428,-30.787203,412.569306,32.661282,-10.023378,-2.857884,-31.296426,-5.837011,-406.257713,1,cluster1
760,4.43405,-445.985762,53.94299,501.099619,58.42727,-4.550097,-0.606218,-6.564473,445.616836,-450.494291,-1.068675,-393.284653,5.407463,-5.348573,-447.814808,-4.721571,-0.294449,-500.657946,2.329608,-443.751417,53.64681,-448.147362,-54.554404,60.197426,3.398284,-52.784248,-1.484368,-54.017469,451.545646,51.762338,-7.924132,-2.641377,-51.566617,-4.693858,-442.746827,1,cluster1
761,9.318433,-175.595311,19.012722,188.412487,24.110147,-3.325538,1.316359,-5.790246,174.278952,-180.930027,0,-155.503522,2.911577,-6.237115,-178.465319,-2.870008,1.316359,-191.696455,2.911577,-168.488706,22.556498,-179.165068,-21.898318,23.898837,4.886115,-17.214853,-0.455529,-21.240139,181.588207,18.075682,-12.230011,-2.911577,-18.531212,-5.992896,-170.260594,1,cluster1
762,9.699485,-289.131241,128.050516,409.110401,128.050516,-4.849742,0,-3.238935,285.909627,-292.370176,1.610807,-157.859111,17.556067,-25.627424,-292.370176,-4.849742,0,-393.182462,19.166874,-281.059885,128.050516,-308.298116,-126.439709,145.606583,22.388489,-107.272835,0,-124.828902,292.370176,105.662027,-28.866359,-19.166874,-107.272835,-6.46055,-281.059885,1,cluster0
763,6.373947,-790.310535,168.26354,949.42365,169.966146,-0.079674,-4.593399,0.784619,780.541768,-783.229911,2.345197,-608.989064,18.782359,-26.143575,-788.351585,-2.177188,-4.83935,-933.144105,21.321545,-780.19709,172.205687,-808.465891,-166.801689,190.977654,38.503489,-141.62633,0.077942,-171.474762,792.531024,132.087927,-27.695492,-23.313404,-148.159626,-8.331164,-775.525749,1,cluster0
764,9.803408,-275.292155,114.21143,381.345626,114.21143,-4.901704,0,-3.273576,272.0359,-278.565731,1.628128,-157.82447,16.615563,-24.773523,-278.565731,-4.901704,0,-366.375511,18.243691,-267.134196,114.21143,-293.535847,-112.583302,130.826994,21.499947,-94.339611,0,-110.955175,278.565731,92.711484,-28.047099,-18.243691,-94.339611,-6.529832,-267.134196,1,cluster0
765,10.149818,-1301.941023,132.47937,1427.504314,137.982096,-6.706501,0.374123,-8.187404,1300.565774,-1312.617384,4.170778,-1178.840708,8.391786,-13.068323,-1310.35013,-3.022429,0.204382,-1427.040124,5.831815,-1295.028408,128.845528,-1307.381394,-127.962182,133.811317,8.977219,-121.068619,-2.585952,-123.34107,1314.411789,118.82215,-18.077414,-6.732481,-119.128722,-10.859959,-1297.028927,1,cluster0
766,4.070319,-91.902616,11.594348,101.480857,16.090752,-3.256256,-0.814064,-2.868276,91.902616,-97.601063,0.814064,-80.696247,1.094656,-5.164976,-96.360915,-2.016107,0,-100.77418,1.094656,-89.03434,13.260581,-95.439464,-11.632453,12.689004,5.164976,-9.297649,-1.240148,-8.376198,96.786999,6.429373,-5.164976,-4.350912,-10.925776,-6.512511,-90.274488,1,cluster1
767,9.283792,-73.582714,18.571049,80.78285,26.6043,-5.461156,0,-8.869832,72.041189,-82.029926,-0.836581,-60.084843,2.45778,-3.867669,-70.781988,-7.285006,-2.378106,-85.776352,7.7873,-64.712882,11.445392,-72.825808,-16.201603,17.814143,4.70425,-14.157783,-1.964146,-15.365023,89.737552,13.030218,-15.529568,-4.70425,-17.240834,-13.908368,-58.837766,1,cluster1
768,1.299038,-632.877509,15.955652,645.552656,23.460628,-1.640252,0.171473,-0.829652,627.828581,-632.690447,-1.328483,-610.90298,3.294361,-5.575472,-633.736606,-1.955485,-2.409283,-645.022649,4.02875,-630.954932,19.005794,-636.078339,-19.894336,23.704847,2.478565,-14.225333,1.234952,-16.066503,628.923237,14.05386,-5.639557,-1.153546,-12.209226,-0.623538,-627.123636,1,cluster0
769,8.123318,-796.713927,23.64769,810.495855,27.816736,-3.278772,-1.924308,-7.515368,796.263593,-804.916919,-1.027106,-778.470235,1.347536,-3.815708,-800.669931,-0.758638,-1.2159,-816.028025,2.036892,-789.456634,22.3729,-797.133083,-20.424343,21.834232,7.007878,-17.065897,-0.646055,-19.660509,805.679022,13.36104,-12.463838,-2.66043,-18.886282,-9.405036,-787.961874,1,cluster0
770,0.587165,-875.342105,84.655715,940.849999,78.754618,0,0,-0.961288,876.417709,-888.143693,8.712216,-803.460265,0.332554,-21.792663,-864.229267,-5.341645,-13.681469,-938.187837,25.081828,-867.67778,74.105794,-868.225108,-88.116353,74.436616,0.145492,-39.191114,6.328914,-53.721288,877.751388,61.770128,-14.414127,5.623969,-63.219854,-2.596344,-875.08403,1,cluster0
771,13.007702,-228.422861,34.954517,252.151957,38.261002,-5.352037,0.240755,-5.088765,223.850246,-233.270871,2.286307,-191.720704,2.781674,-12.46557,-234.296245,-5.632629,-0.240755,-254.73964,4.065123,-217.478031,35.436027,-232.728739,-33.390475,39.019641,10.161942,-28.322495,-0.240755,-30.622658,235.557178,26.31678,-17.072825,-5.589328,-28.08174,-11.466176,-217.718787,1,cluster1
772,12.072394,-395.401219,105.01424,496.232556,111.699957,-7.802889,-4.390749,-7.15337,394.552514,-406.070652,-1.775352,-294.032945,8.315576,-14.317132,-400.55407,-3.143672,-0.017321,-495.73719,4.072051,-387.754214,103.732523,-398.867052,-105.074862,112.385849,9.597294,-96.811248,0.069282,-101.273011,403.472575,93.520351,-17.841855,-7.917204,-100.28401,-9.491638,-388.395073,1,cluster0
773,0.900666,-129.003144,17.384594,147.155037,18.151892,-0.900666,-0.133368,-3.33593,132.60581,-129.770443,0,-109.950585,2.270719,-2.404087,-130.037178,1.534597,0.133368,-151.188983,4.205419,-134.540511,18.018525,-133.075196,-18.785823,21.590013,3.304753,-14.713772,-0.767299,-20.853892,127.96911,14.079841,-2.404087,-1.50342,-14.84714,0,-129.903811,1,cluster1
774,7.811549,-110.430363,19.686489,123.200774,26.379134,-0.20265,1.108513,-4.660949,107.087505,-115.822238,-0.20265,-95.037628,3.320341,-1.789208,-110.958639,-2.94795,0.905863,-129.93672,3.117691,-104.660902,18.539872,-112.236892,-17.819339,24.818556,3.117691,-15.432573,1.839438,-17.616689,115.822238,20.817519,-10.929241,0.225167,-17.666918,-4.468691,-103.524677,1,cluster1
775,3.637307,-306.120928,29.162539,322.057527,28.201251,-8.343289,-1.231488,-3.753354,310.378309,-316.222248,-2.523598,-284.284963,3.651163,-3.472762,-317.23723,3.242399,-1.416818,-324.932731,3.831296,-305.518174,22.518393,-310.561906,-25.589319,20.358525,10.271061,-15.721825,-4.581274,-19.584298,314.642618,11.968471,-13.305614,-7.468603,-19.738451,-13.128945,-304.200083,1,cluster1
776,3.048409,-196.705546,43.252773,233.272603,41.361373,-2.50801,0.316965,0.555988,193.657137,-196.800809,1.302502,-147.466806,-3.280504,-6.663199,-196.372992,-2.620593,0.985537,-231.833269,4.598595,-193.767988,44.873972,-201.399404,-41.78919,43.784512,12.254259,-35.555539,-1.635056,-40.933557,196.800809,30.74217,-7.647004,-3.07439,-37.524881,-3.048409,-192.673332,1,cluster1
777,5.10955,-340.365304,20.78461,356.057685,18.221174,-4.260845,0.890274,-0.890274,341.214009,-339.558169,0.848705,-317.017259,4.151726,-7.522297,-348.869674,-5.916686,0.807136,-359.585872,4.110157,-338.667894,21.633315,-343.668325,-19.977474,22.348652,4.958861,-17.564727,0,-20.74304,342.104283,17.523158,-9.219706,-4.110157,-16.674453,-4.243524,-340.365304,1,cluster1
