@relation spambase-weka.filters.unsupervised.attribute.RandomProjection-N20-R42-DSparse1_clustered

@attribute Instance_number numeric
@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute K17 numeric
@attribute K18 numeric
@attribute K19 numeric
@attribute K20 numeric
@attribute Class {1,0}
@attribute Cluster {cluster0,cluster1}

@data
820,5.774657,-4.181171,1.17433,-7.582918,-1096.363912,996.057386,-4.541437,0.436477,-12.484622,1185.450214,-0.796743,1286.106614,1285.763668,1287.152773,1284.840485,1296.202739,-1285.654549,-1078.899644,-182.767733,1.482635,1,cluster1
821,4.316271,-1.163938,-0.239023,-5.542563,-119.327908,108.888838,-4.846278,0.789815,-10.032038,919.440119,-0.5404,926.061749,929.771802,927.315754,922.997751,932.50671,-926.919114,-111.223643,-805.983863,-2.088853,1,cluster1
822,3.810512,-1.264397,1.264397,-1.281718,-52.775588,42.404068,0,0,-5.092229,211.22706,-1.264397,219.052466,213.977557,217.770748,214.112657,216.658771,-217.923169,-46.266541,-169.934969,-7.621024,1,cluster1
823,3.781067,-0.507491,1.091192,0.845241,-118.870647,102.34515,1.091192,0.507491,1.091192,601.421734,0.33775,620.391154,614.597444,616.102597,617.968015,617.552323,-618.305765,-116.591268,-498.733638,2.352125,1,cluster1
824,3.845153,-1.281718,1.281718,-1.281718,-52.792909,42.386747,0,0,-5.12687,211.22706,-1.281718,219.069786,213.942916,217.788069,214.095336,216.658771,-217.940489,-46.2319,-169.96961,-7.690306,1,cluster1
825,8.639469,0.627002,-3.701393,-3.9612,-255.939952,229.179767,-0.652983,-2.611933,-6.96804,2602.156923,-1.070407,2631.813097,2623.092221,2622.04433,2619.77188,2625.667781,-2628.17579,-250.083888,-2358.064199,0.488438,1,cluster1
826,26.550607,-22.740095,1.264397,22.740095,-20.973403,15.900226,2.528794,22.928889,-2.546115,62.270691,0,114.071134,111.55966,69.666548,92.846584,90.317789,-92.846584,-39.291573,-91.582186,17.476393,1,cluster1
827,3.966396,-0.433013,-0.649519,-0,-55.953901,43.048391,2.883865,-0.744782,-2.883865,219.665612,-0.961288,230.241514,233.030116,229.375488,230.147983,228.225407,-231.542284,-55.30265,-171.254792,-5.672466,1,cluster1
828,7.290202,-2.319216,0.027713,-2.624057,-234.995993,217.495352,2.123494,-0.782887,-8.965095,3820.833067,-0.225167,3836.508127,3837.883376,3831.906068,3834.526661,3835.687135,-3834.717187,-230.059649,-3593.383619,-3.117691,1,cluster1
829,12.384163,-1.229756,2.232613,-0.053694,-77.123026,60.233799,1.868883,-0.038105,-13.975918,458.468653,-1.749371,463.895168,471.136872,465.734606,464.956915,466.169351,-462.913095,-72.311389,-381.446085,-9.851905,1,cluster1
830,16.489124,8.244562,0,-16.489124,-262.197851,198.122364,-4.122281,0,0,236.054276,-4.122281,287.762921,275.396078,275.396078,284.326532,280.204251,-280.204251,-261.511959,3.976789,12.366843,1,cluster1
831,3.135012,-0.935307,-0.571577,-6.114139,-82.592843,72.586785,-4.243524,-0.233827,-8.417767,972.326558,-0.571577,980.184873,982.644385,980.78243,975.99331,986.24705,-980.860372,-75.231627,-895.773376,-1.134493,1,cluster1
832,11.015843,-6.425908,-4.002769,-4.920756,-104.420147,87.853081,-7.674717,-2.844027,-9.767035,214.259881,-2.753961,225.980669,230.901425,226.988722,221.555279,231.653135,-226.145214,-92.832727,-115.226412,-4.499868,1,cluster1
833,10.929241,-6.373947,-3.966396,-4.901704,-104.416683,87.922363,-7.655665,-2.831903,-9.716805,214.28413,-2.701999,225.980669,230.899693,226.976598,221.555279,231.635815,-226.127893,-92.907205,-115.302622,-4.477351,1,cluster1
834,9.751446,-6.200742,-3.860741,-3.878062,-105.298297,88.996235,-8.312112,-1.848098,-9.424088,214.375928,-2.650038,226.01531,230.776718,226.962742,221.726752,230.612173,-226.160802,-93.20685,-116.348781,-3.486618,1,cluster1
835,5.977307,-0.330822,-0.093531,-1.390837,-521.759521,496.889004,5.72616,2.308824,-4.825494,2973.778816,-2.528794,2993.106771,2987.986829,2989.756985,2993.458377,2986.547495,-2990.340686,-514.566314,-2471.846081,-3.846885,1,cluster1
836,7.690306,-1.922576,3.60613,-4.084176,-19.052559,8.608293,-0.239023,0.239023,-11.296435,88.37616,0,97.375896,93.769767,93.291721,91.84719,95.692343,-93.769767,-8.961631,-77.606268,-7.929329,1,cluster1
837,8.746857,-1.645448,0.699749,-9.432749,-168.928647,151.847162,-7.267685,-0.888542,-9.706413,1119.434829,-1.073872,1127.70364,1126.501597,1127.778118,1127.235986,1134.406676,-1128.327178,-157.050243,-947.028224,2.482029,1,cluster1
838,7.932793,-1.576166,1.314627,-3.431193,-21.804788,1.295574,1.314627,0,-10.840906,88.346716,0,93.530744,100.14891,90.361091,92.72534,95.912313,-92.74266,-11.786606,-73.567126,-7.932793,1,cluster1
839,8.746857,-1.645448,0.699749,-9.432749,-168.928647,151.847162,-7.267685,-0.888542,-9.706413,1119.434829,-1.073872,1127.70364,1126.501597,1127.778118,1127.235986,1134.406676,-1128.327178,-157.050243,-947.028224,2.482029,1,cluster1
840,5.594524,0.554256,1.375248,-7.007878,-34.571734,24.944996,-3.68234,0.841777,-9.810336,268.98749,-1.108513,273.040489,273.379971,272.198713,269.64567,275.881053,-271.931977,-27.0096,-236.785202,-3.66502,1,cluster1
841,2.986056,-0.803672,2.182384,1.550185,-27.253819,12.785999,0,7.723215,-4.364768,94.452195,-1.43587,106.909104,106.16259,98.382218,103.176535,104.669562,-103.923048,-25.130325,-81.837669,4.049535,1,cluster1
842,3.498743,-0.866025,-0.512687,-3.491814,-863.659422,839.563132,-6.176493,0.623538,-7.177619,2464.441563,-0.69282,2472.346643,2470.954074,2469.454118,2469.239344,2471.889382,-2471.179241,-850.582439,-1606.577583,4.624576,1,cluster1
843,0,0.155885,-0.055426,-0.055426,-233.771433,191.452236,0.100459,0.155885,-0.100459,5699.474263,-0.155885,5741.904312,5741.647968,5741.748427,5741.77614,5741.77614,-5741.77614,-233.799146,-5507.83843,0.155885,1,cluster1
844,1.939897,0,-2.307092,-0.367195,-45.608362,36.199862,-2.307092,0.73439,2.307092,131.885277,0,143.968063,142.395361,141.293777,144.702453,140.822659,-146.64235,-39.892594,-94.951025,1.205507,1,cluster1
845,13.30215,-1.02191,2.04382,-9.19719,-82.740067,54.481658,-7.15337,-1.02191,-9.21451,307.430358,0,317.277067,322.403937,316.255157,319.02817,320.05008,-315.96244,-77.923234,-223.588707,2.026499,1,cluster1
846,0,0,7.863511,0,-15.588457,12.470766,0,0,0,28.059223,0,31.176915,31.176915,31.176915,31.176915,31.176915,-31.176915,-15.588457,-15.588457,0,1,cluster1
847,6.044857,-0.32909,0.978609,-1.948557,-203.379138,189.846625,1.290378,-2.379838,-2.658698,2313.598991,-0.779423,2327.529875,2326.135574,2324.228586,2324.441629,2326.485449,-2323.644885,-196.114917,-2116.257782,-0.408764,1,cluster1
848,10.686753,-4.260845,0,-4.260845,-30.778543,16.627688,-2.130422,0,-14.947598,180.133284,0,179.336541,196.414562,185.727808,185.057504,189.318349,-182.927082,-25.057579,-147.097879,-6.425908,1,cluster1
849,9.093267,-3.897114,2.598076,-5.196152,-713.125155,523.685562,-3.897114,0.81926,-6.495191,740.671691,-1.299038,934.008398,926.214169,930.591062,935.262403,939.159517,-927.468174,-695.943211,-205.339819,5.67593,1,cluster1
850,7.82887,-3.949076,2.615397,-3.931755,-699.275676,513.916795,-3.949076,0.826188,-6.547152,729.562317,-1.299038,920.169312,912.305801,916.727727,920.132939,925.398373,-913.603107,-680.598973,-206.553987,5.720964,1,cluster1
851,8.506102,-1.318091,-0.975145,-3.61479,-1194.529624,1174.01175,0.254611,-3.401748,-3.181777,2212.923537,-0.372391,2232.251492,2231.087554,2228.983112,2227.917901,2232.403913,-2229.346843,-1185.54028,-1026.671384,-0.448601,1,cluster1
852,10.686753,0,0,0,-21.581353,-1.101584,-4.260845,4.260845,-10.686753,224.359469,0,232.094808,242.781562,232.094808,238.494736,229.973046,-234.233891,-19.44227,-212.635217,-6.425908,1,cluster1
853,0,0,-0.763834,-0.763834,-31.854146,22.402345,-2.790334,3.173117,0.763834,96.702129,0,105.655099,106.418934,104.508482,108.445433,104.392434,-106.418934,-29.560911,-73.535949,0.879882,1,cluster1
854,6.741142,-1.285182,0.985537,-7.065035,-243.888342,223.108929,-6.202474,-0.914523,-10.373252,469.920973,-0.536936,477.47791,475.435822,473.850996,471.969989,479.17532,-474.74127,-231.332706,-229.460359,0.730925,1,cluster1
855,1.766692,0,-0.301377,-0.301377,-17.123054,7.262489,1.465315,0,-1.465315,100.561138,0,105.724381,100.725683,102.190998,102.492374,98.958991,-102.492374,-11.822979,-91.23058,-3.533384,1,cluster1
856,1.69741,0,-0.299645,-0.299645,-16.91694,7.331771,1.397765,0,-1.397765,100.493588,0,105.585817,100.793233,102.190998,102.490642,99.095823,-102.490642,-11.824711,-91.164762,-3.39482,1,cluster1
857,4.842814,-1.465315,1.912184,0,-79.70205,64.016598,5.289683,1.018446,-4.614183,619.842094,-0.6755,638.011307,623.940127,630.799048,633.313985,627.234487,-631.287486,-69.19543,-557.935134,-5.518314,1,cluster1
858,0,-2.459512,0,0,-11.119766,5.095693,2.459512,0,0,57.057218,0,60.621778,58.162266,60.621778,63.08129,58.162266,-58.162266,-6.200742,-54.421036,0,1,cluster1
859,3.360179,-0.831384,-0.606218,-3.446781,-863.280103,839.623753,-6.044857,0.614878,-6.858921,2519.444569,-0.6755,2527.841551,2526.282705,2524.853763,2524.68229,2527.263046,-2526.570226,-850.746984,-1662.212787,4.633236,1,cluster1
860,1.784012,-1.073872,-0.46419,0.280592,-49.37384,46.392981,0.782887,-0.61661,0.637395,582.216755,-0.173205,587.165224,586.711426,588.110924,588.613218,587.192937,-588.457334,-46.488244,-535.466971,0.426084,1,cluster1
861,1.212436,-0.554256,0.050229,-0.365463,-23.812235,19.958421,0.154153,0.431281,-0.76037,898.523873,-0.554256,902.294548,902.504126,903.300869,903.467146,902.341313,-902.479877,-22.038614,-877.323571,0.798475,1,cluster1
862,9.110587,-2.667358,0.76037,-4.920756,-223.630276,203.295999,1.695678,-2.469904,-9.94024,1508.924558,-1.732051,1524.360595,1510.679126,1513.441747,1513.727535,1519.148854,-1513.762176,-210.539436,-1288.496844,2.192776,1,cluster1
863,8.365805,1.281718,3.204294,-3.238935,-15.037665,1.02191,-6.47787,2.23781,-12.245599,138.941652,-1.922576,138.113731,140.070949,136.516781,134.871332,141.990061,-138.110267,-4.08764,-116.670942,-1.596951,1,cluster1
864,3.25972,-3.25972,2.39023,1.683553,-71.421115,60.975117,-2.39023,3.666752,-2.39023,148.292994,0.814064,166.072496,165.258432,159.146024,160.015514,166.424102,-163.219808,-71.069509,-94.244349,2.038624,1,cluster1
865,3.945612,-1.382177,1.416818,-1.046159,-103.477911,88.810905,3.997573,-0.237291,-3.980253,725.486801,-0.640859,743.288819,729.020185,736.999743,736.360616,734.420719,-736.360616,-92.326968,-637.936829,-5.9877,1,cluster1
866,3.945612,-1.382177,1.416818,-1.046159,-103.477911,88.810905,3.997573,-0.237291,-3.980253,725.486801,-0.640859,743.288819,729.020185,736.999743,736.360616,734.420719,-736.360616,-92.326968,-637.936829,-5.9877,1,cluster1
867,6.408588,0,0,0,-19.052559,8.026323,0,0,-6.408588,36.951572,0,41.569219,47.977807,41.569219,49.767016,49.767016,-49.767016,-10.854762,-14.318864,-6.408588,1,cluster1
868,1.472243,0,0.543864,0.838313,-16.09768,13.736895,1.132761,-0.294449,0.045033,247.518721,-0.294449,252.030713,250.897952,252.325162,251.147367,251.147367,-252.61961,-15.553816,-232.89848,-0.588897,1,cluster1
869,9.19719,1.541525,-0.987269,-3.290897,-88.336323,73.901412,1.351,1.855026,-11.067805,923.45328,-2.753961,927.686413,935.394039,928.568026,929.764874,930.215207,-929.279899,-85.232488,-837.254308,-5.977307,1,cluster1
870,-0.727461,-0.710141,0.050229,-3.254523,-47.120442,29.048224,6.19901,5.499261,-6.164369,619.731243,-2.371178,631.557686,628.663429,627.68482,628.490224,631.789781,-633.293201,-45.779835,-581.641714,0.488438,1,cluster1
871,10.323023,-1.281718,-0.640859,-5.80237,-117.528308,96.030093,-5.178832,0.233827,-9.041305,459.68282,-1.922576,465.66186,468.277256,462.864598,468.379447,464.551615,-464.534295,-105.336402,-340.912632,-0.251147,1,cluster1
872,7.378536,-1.576166,0.587165,-8.367537,-178.292114,162.281036,-4.886115,-1.683553,-7.203599,970.97729,-0.381051,978.781911,976.306811,978.958581,978.866782,984.703793,-980.009935,-165.883702,-789.229735,1.285182,1,cluster1
873,4.624576,-0.173205,0.744782,-2.312288,-85.760764,79.016158,-1.576166,-1.101584,-4.901704,632.286879,-0.095263,638.208761,639.741626,637.664897,637.469175,639.755482,-636.715733,-81.299001,-549.870706,-3.098639,1,cluster1
874,2.163331,0.122976,-0.769031,0.315233,-35.546879,29.432739,1.136225,2.106174,-4.184635,451.192307,-2.603272,456.757386,458.605485,458.203649,458.721532,458.087601,-457.642464,-34.401993,-420.434549,-1.273057,1,cluster1
875,7.517101,0,0,0,-8.660254,-1.742443,0,0,-7.517101,23.095165,0,25.980762,33.497863,25.980762,39.565237,39.565237,-39.565237,4.92422,-3.736034,-7.517101,1,cluster1
876,8.244562,0,0,0,-1.732051,-8.244562,0,0,-8.244562,6.928203,0,8.660254,16.904816,8.660254,8.660254,8.660254,-8.660254,-1.732051,-6.928203,-8.244562,1,cluster1
877,12.713253,-1.264397,0,-1.264397,-16.402521,2.182384,6.373947,-3.810512,-6.356626,80.367157,0,93.322898,86.948951,80.592324,85.684553,79.310606,-88.230668,-7.517101,-70.56375,-10.184459,1,cluster1
878,5.738284,-4.144798,1.162206,-8.306916,-1099.990827,1012.009574,-5.263702,0.575041,-13.182639,1208.197237,-0.796743,1296.514508,1296.149045,1297.389193,1294.436047,1307.270543,-1296.046854,-1081.6155,-189.593745,1.323287,1,cluster1
879,5.843939,-4.215812,1.189919,-7.636612,-1099.808962,999.20279,-4.525849,0.436477,-12.604134,1188.645847,-0.814064,1289.605357,1289.229502,1290.651516,1288.294195,1299.72573,-1289.125579,-1082.218254,-182.741753,1.482635,1,cluster1
880,11.793534,0.763834,2.852688,2.088853,-91.208063,63.436361,2.852688,-1.297306,-10.733519,260.935186,-6.270024,276.676064,295.803101,281.854896,284.304016,284.304016,-285.862861,-89.553955,-176.549671,-11.263526,1,cluster1
881,7.806353,-0.029445,1.37698,-1.815189,-126.588665,114.443525,-2.38157,0.672036,-8.53035,1676.609593,-1.02191,1685.384163,1688.545155,1684.180387,1682.204117,1687.140462,-1682.602489,-121.771832,-1553.892062,-2.587684,1,cluster1
882,4.43405,-2.217025,2.217025,-8.885421,-41.437584,32.11049,-11.102446,-1.863687,-13.319471,91.616827,0,98.726896,96.509871,100.590583,87.62445,109.829342,-96.509871,-27.411436,-52.855262,-2.570363,1,cluster1
883,5.092229,-1.69741,2.546115,1.96761,-475.361344,447.800952,4.243524,0.848705,-1.69741,967.960058,0.2702,994.09324,982.789877,990.698421,992.769954,984.823305,-988.796629,-467.078677,-521.482393,-4.513724,1,cluster1
884,5.913221,-5.116478,1.208971,-7.756124,-1099.793373,999.168149,-3.813976,0.436477,-13.627776,1188.64758,-0.814064,1289.588036,1289.22777,1290.668836,1288.235305,1299.857366,-1289.049369,-1081.982695,-182.750413,1.534597,1,cluster1
885,5.843939,-4.215812,1.191651,-7.63488,-1099.810694,999.20279,-4.524117,0.436477,-12.605866,1188.64758,-0.814064,1289.605357,1289.22777,1290.651516,1288.28207,1299.713605,-1289.113455,-1082.230378,-182.755609,1.482635,1,cluster1
886,5.421319,2.338269,1.413353,-7.108337,-21.435861,10.669433,-1.704338,3.100371,-14.611581,245.39003,-3.100371,250.974162,248.798706,251.718944,243.179933,254.853956,-248.653214,-10.721394,-230.823483,-6.980165,1,cluster1
887,5.403999,2.320948,1.413353,-7.073695,-21.41854,10.704074,-1.704338,3.08305,-14.542299,245.39003,-3.08305,250.956842,248.798706,251.718944,243.214574,254.836635,-248.653214,-10.756036,-230.806162,-6.945524,1,cluster1
888,2.944486,2.944486,2.944486,1.766692,-2307.2389,1149.423557,-0,1.948557,-2.944486,1155.684921,-1.766692,2313.500264,2308.200188,2313.907296,2310.346199,2313.290686,-2313.290686,-2304.140261,2.362517,0.995929,1,cluster1
889,1.870615,0,-2.206633,-0.336018,-29.921178,21.692204,-2.206633,0.673768,2.206633,117.5387,0,128.310324,126.775727,125.765941,128.310324,124.569094,-130.180939,-25.16843,-95.846496,1.196847,1,cluster1
890,1.576166,1.576166,-0.247683,-5.010823,-48.249739,40.322143,-5.010823,0,-4.515456,143.841623,0,152.264586,154.088436,150.68842,146.916014,156.442293,-151.679153,-42.74355,-100.952581,0,1,cluster1
891,4.607255,-2.303628,0,-6.928203,-21.356186,10.634792,-4.624576,0,-11.535458,72.399724,0,76.210236,78.513863,76.210236,73.882359,83.131511,-76.203307,-7.524029,-57.164605,-4.607255,1,cluster1
892,6.391267,0.640859,-0.206114,-1.470511,-50.749089,37.4989,0.417424,-1.162206,-8.713948,360.703045,-1.264397,366.086259,370.813025,363.455274,366.515807,366.515807,-365.25141,-47.827119,-314.512714,-6.493458,1,cluster1
893,1.662769,-0.554256,-4.901704,-2.37291,-23.781058,23.86766,-0.467654,0.077942,0.467654,304.373288,-4.044339,307.750787,307.906672,312.739094,314.168036,309.171069,-312.739094,-29.869216,-281.92591,-0.311769,1,cluster1
894,6.948988,-2.428335,0.041569,-2.256862,-226.512408,210.045801,2.223953,-0.372391,-8.424695,3840.316907,-0.206114,3855.4966,3855.938273,3851.18899,3853.889257,3854.412336,-3853.319412,-221.363021,-3621.281762,-2.636181,1,cluster1
895,6.512511,1.091192,-0.095263,-1.169134,-58.22462,41.590004,-0.632199,3.448513,-9.119248,213.745462,-2.165064,218.654094,222.040253,215.777158,216.618934,215.510422,-217.675485,-56.229297,-158.550199,-4.002769,1,cluster1
896,6.876242,0,1.458387,-0.48151,-517.107233,486.541732,8.334628,1.957217,-7.34736,686.700988,-1.957217,714.297753,703.053279,711.335946,711.696213,703.832702,-708.751726,-505.502492,-200.768937,-10.825318,1,cluster1
897,0.242487,-0.277128,-0.375855,0.66684,-18.974617,14.731092,0.628734,1.804797,-0.386247,505.471315,-0.966484,507.923899,508.815905,509.427319,510.726358,507.754158,-507.923899,-16.987954,-490.761008,2.244738,1,cluster1
898,7.208795,-1.475707,0.61661,-5.061052,-62.695043,51.357038,-0.820992,0.576773,-8.774569,498.647035,0,508.360376,505.405497,501.562077,503.077621,507.927363,-505.987467,-53.899689,-441.629655,-4.778728,1,cluster1
899,4.537973,-2.268987,2.268987,-6.841601,-41.396014,33.238055,-9.110587,-1.905256,-11.379574,87.641771,0,93.530744,91.261757,95.435999,84.420156,102.641331,-91.261757,-29.288979,-47.596756,-2.632717,1,cluster1
900,4.537973,-2.268987,2.268987,-6.841601,-41.396014,33.238055,-9.110587,-1.905256,-11.379574,87.641771,0,93.530744,91.261757,95.435999,84.420156,102.641331,-91.261757,-29.288979,-47.596756,-2.632717,1,cluster1
901,8.054036,0,4.018358,-8.054036,-10.998523,-0.145492,-8.054036,0.606218,-16.108073,54.067698,0,57.157677,65.211713,56.551459,50.317808,66.425881,-58.371844,-0.517883,-44.944986,-8.660254,1,cluster1
902,11.812587,0,6.297737,1.881007,-69.430989,55.512228,1.101584,0.727461,-8.497441,619.997979,-0.727461,629.461904,629.087782,630.968789,628.663429,632.370018,-630.152993,-62.476805,-552.726858,-9.630202,1,cluster1
903,3.602666,1.801333,1.801333,-1.801333,-14.133535,-8.154495,14.410663,5.403999,-10.807997,32.167648,-5.403999,31.03835,41.846348,27.435685,40.500544,36.897878,-31.49388,2.53399,-20.051952,0,1,cluster1
904,4.3665,0.258076,-1.217632,-0.112583,-2028.278261,2003.922163,-0.732657,-17.578584,-3.2857,15848.410382,-14.952795,15857.914144,15886.65926,15870.433408,15868.649395,15874.302809,-15873.511262,-2025.711362,-13822.115319,-2.071533,1,cluster1
905,7.014806,-1.299038,-0.1351,-1.451459,-34.840202,21.21589,-0.1351,-2.748765,-7.330039,424.851278,-2.182384,434.329061,431.866084,427.447623,431.147283,433.797321,-432.463642,-24.844537,-391.921529,-3.400016,1,cluster1
906,6.495191,0,-0.315233,-2.480297,-38.53813,28.067883,-2.480297,-1.84983,4.64536,128.329376,0,139.43009,135.415196,134.78473,139.43009,132.934899,-139.43009,-36.057834,-91.601239,1.84983,1,cluster1
907,7.300594,0.597558,0.798475,-0.907595,-129.053374,120.226843,-0.483242,0.282324,-0.815796,768.183586,-0.190526,775.828858,776.485305,775.399309,773.010811,775.937977,-774.67358,-126.160849,-643.058503,-0.230363,1,cluster1
908,6.088159,-1.550185,1.939897,-2.346929,-578.279803,554.543779,1.299038,0.892006,-7.15337,863.030688,0,882.713713,881.466637,880.271522,881.582684,879.019249,-879.001928,-570.317566,-307.271009,-5.603184,1,cluster1
909,3.39482,0,4.801245,-0.290985,-22.191035,17.479857,1.406425,1.69741,-3.103835,84.773495,0,91.764052,92.055036,91.764052,95.212565,90.120336,-91.817745,-13.941277,-68.937354,-3.39482,1,cluster1
910,7.042519,-2.31402,-0.519615,-2.514938,-1279.332564,1261.334824,2.338269,-0.989001,-8.469728,4027.296988,-0.221703,4044.106541,4046.060294,4039.490625,4042.66201,4043.604246,-4043.063846,-1274.302688,-2756.678372,-3.063998,1,cluster1
911,5.696715,2.080193,0.590629,-3.535116,-651.060578,624.541148,-2.596344,0.025981,-5.215205,1552.234489,0.824456,1579.074348,1579.160951,1575.85793,1573.162859,1578.187538,-1575.296745,-646.382309,-920.261111,-0.985537,1,cluster1
